x,y,z
-1.1174772465246217,-1.3574715434800106,0.08565657955985839
-1.159880874054004,-1.3791219569176145,0.17312563794255087
-1.2001972341533103,-1.392668279645305,0.2655038223912384
-1.2376144924558488,-1.3971516563674493,0.36148711062819777
-1.271347661844332,-1.3917327775752073,0.45940270297979424
-1.3006846773576597,-1.3758605908242811,0.5572998423284802
-1.324948997661083,-1.3494527808701235,0.6531316478082223
-1.3434796650227177,-1.3129077487958072,0.7449128131200977
-1.3556845420355341,-1.2668908046216016,0.8307942297619254
-1.3611164407111813,-1.21212664476424,0.9090955253506505
-1.3595477375233398,-1.1494908972913018,0.9783134857134471
-1.3509502955346084,-1.0802542217849862,1.0371233561904378
-1.3354412673877714,-1.006111147542832,1.0844431656607318
-1.3132517076058834,-0.928935248204159,1.1195751381020798
-1.2847348038047115,-0.8505165816129319,1.142293505843852
-1.2503957110502042,-0.772460318826795,1.1527810630630797
-1.210904754026276,-0.6961801021203111,1.1514758354475338
-1.1670703750152647,-0.6229331992474987,1.1389564090181041
-1.1197508660691573,-0.5538931121524686,1.1159140916122698
-1.0698131299694298,-0.49011195575405064,1.0832383833297026
-1.0181345026572588,-0.4324300035823844,1.042136161550893
-0.9655580587918059,-0.38144351211552113,0.9941024966010943
-0.9128272964672246,-0.33745400988579227,0.9406783129486068
-0.8606154311318123,-0.300361734517932,0.8831739728012021
-0.8096273665781779,-0.26974365633839753,0.8225661256177969
-0.7605508559241123,-0.24514577614949046,0.7596364256053586
-0.7139011509045956,-0.22620434425272296,0.6951505119760487
-0.6699860997136999,-0.21250601491511878,0.6298316050913434
-0.6290165472298478,-0.20349771211776285,0.5642345492508684
-0.5911666406699319,-0.19859677115297036,0.498745254436655
-0.5565561575362785,-0.19733717929850803,0.4336836350533404
-0.5252579520055212,-0.19940322688280776,0.369372099607657
-0.4973293263026084,-0.20453841650040305,0.3061298793705876
-0.47279562703110245,-0.21244109866437882,0.24421971246375335
-0.45162848659857774,-0.22277870008902595,0.18380355520777114
-0.4337617336432562,-0.2352882870208869,0.12496550885238367
-0.41910203902490195,-0.24979978980135198,0.0677875683191198
-0.40751504073629397,-0.2661724147101715,0.012401034607724681
-0.3988427271474893,-0.2842744827924191,-0.04103980772388083
-0.3929581981564987,-0.3040286706380601,-0.09240460218731128
-0.38979040130446646,-0.3254473559768299,-0.14158749296560358
-0.38930171977611505,-0.34861186568255553,-0.18848429984583565
-0.39146712456918864,-0.3736147752677436,-0.2329814299749135
-0.39626821928527145,-0.40050860626392243,-0.27495168630296934
-0.40368351116508217,-0.42929074830987624,-0.31424907080738324
-0.41367677022400307,-0.45993074198981476,-0.3507012851316455
-0.4261935699572712,-0.4924231152164572,-0.3841064341441749
-0.44117092328775964,-0.5268257559037495,-0.4142448518934604
-0.45855953101545577,-0.5632493673948655,-0.4408931360907451
-0.4783380497729404,-0.6018060714661229,-0.4638164309529683
-0.5005043461277683,-0.6425647867631891,-0.48274869284520316
-0.5250616464907147,-0.6855379485859585,-0.4973896264486176
-0.5520172727303655,-0.7306807481636535,-0.5074151769357349
-0.5813830767277391,-0.7778958468790048,-0.5124829640896382
-0.6131657075989817,-0.8270523934132021,-0.5122278077744505
-0.6473515475895952,-0.8779928241996762,-0.5062454599527163
-0.6838957000727633,-0.930500532240865,-0.4940738275304636
-0.7227196022184317,-0.9842614053443307,-0.47519666283756
-0.7637140945927052,-1.0388530636005324,-0.4490788916466184
-0.8067395139563242,-1.0937461604273,-0.4152179629349204
-0.8516168269056791,-1.1483035477332055,-0.3731942982610335
-0.8981095872614941,-1.2017784043500574,-0.3227150448949339
-0.9459024286693936,-1.2532977722834198,-0.2636479687325778
-0.994590365131285,-1.30183245715178,-0.1960360007787726
-1.0436898980000942,-1.346191823030889,-0.12008607422178058
-1.0926578713376625,-1.3850762666568357,-0.03615014074321521
-1.1408871142943982,-1.4171735210186094,0.05526359178831497
-1.1876685342653048,-1.4412405196122764,0.15342202732484755
-1.232162530121884,-1.4561163934760741,0.25724756637586776
-1.2734481768111061,-1.4607033135496554,0.36520634320226036
-1.3106260103762657,-1.4540262014277094,0.47532002917596095
-1.3428506372718745,-1.4354136867301972,0.5853403345963989
