x,y,z
-1.6031347052007179,-0.49996775550249445,-0.299880277601243
-1.5966932760742916,-0.5180503253435564,-0.2998702783498221
-1.5900818518145075,-0.5360996652001963,-0.2998597563269925
-1.5833007528080354,-0.5541138989578203,-0.2998486687563614
-1.5763503176633522,-0.5720911517578249,-0.29983698119730023
-1.569230903210816,-0.5900295499973927,-0.2998246675449453
-1.5619428845026,-0.6079272213296714,-0.29981171003019746
-1.5544866548127194,-0.6257822946636965,-0.2997980992197223
-1.546862625637065,-0.6435929001643155,-0.29978383401594993
-1.5390712266933284,-0.661357169252366,-0.29976892165707514
-1.5311129059210886,-0.6790732346044719,-0.29975337771705746
-1.5229881294817353,-0.6967392301532221,-0.2997372261056209
-1.5146973817585003,-0.7143532910870928,-0.2997204990682542
-1.506241165356495,-0.7319135538503737,-0.2997032371862107
-1.4976200011026266,-0.7494181561433421,-0.2996854893765084
-1.488834428045694,-0.7668652369220648,-0.29966731289192994
-1.479885003456304,-0.7842529363985707,-0.2996487733210226
-1.4707723028269049,-0.8015793960407772,-0.29962994458809816
-1.4614969198718284,-0.8188427585724157,-0.29961090895323333
-1.4520594665271973,-0.8360411679732043,-0.2995917570122692
-1.4424605729510311,-0.8531727694786514,-0.2995725876968116
-1.432700884428564,-0.8702357177081695,-0.29955347446015185
-1.4227810440865265,-0.8872282043035236,-0.2995342427671342
-1.4127017198573415,-0.9041483791621835,-0.29951475185231413
-1.4024635995388324,-0.9209943902320374,-0.2994948934091374
-1.3920673884011208,-0.9377643917722287,-0.29947456926479
-1.3815138091866712,-0.9544565443530839,-0.29945369138019845
-1.370803602110188,-0.9710690148562788,-0.29943218185002934
-1.359937524858735,-0.9875999764746499,-0.29940997290268984
-1.34891635259163,-1.004047608712359,-0.2993870069003272
-1.3377408779404876,-1.0204100973848222,-0.29936323633882905
-1.3264119110092705,-1.0366856346186406,-0.29933862384782356
-1.314930279374176,-1.0528724188517629,-0.29931314219067884
-1.3032968280837651,-1.0689686548332995,-0.29928677426450373
-1.2915124196588497,-1.084972553623686,-0.2992595131001471
-1.2795779340925388,-1.1008823325946109,-0.29923136186219806
-1.2674942688502921,-1.1166962154289504,-0.2992023338489864
-1.2552623388698003,-1.1324124321209255,-0.299172452492582
-1.2428830765611216,-1.1480292189759214,-0.29914175135879506
-1.2303574318065613,-1.1635448186106467,-0.29911027414717617
-1.2176863719607234,-1.178957479953063,-0.2990780746910161
-1.204870881850565,-1.194265458242321,-0.2990452169573462
-1.1919119637752689,-1.2094670150289142,-0.2990117750469378
-1.1788106375063914,-1.224560418174503,-0.2989778331943029
-1.1655679402877317,-1.2395439418520682,-0.29894348576769353
-1.152184926835388,-1.2544158665458445,-0.2989088372691022
-1.1386626693378143,-1.2691744790512582,-0.29887400233426176
-1.1250022574556875,-1.2838180724750738,-0.29883910573264516
-1.1112047752747811,-1.2983449690306457,-0.29880404398152505
-1.0972713051119294,-1.312753502236102,-0.29876846514517424
-1.0832029720681804,-1.3270419797138178,-0.2987322643899871
-1.069000916842126,-1.3412087200342535,-0.29869534738174514
-1.0546662954930388,-1.3552520529878749,-0.29865762800297463
-1.0402002794410363,-1.3691703195849927,-0.29861902835294724
-1.0256040554669372,-1.3829618720559023,-0.2985794787476793
-1.0108788257123225,-1.396625073850823,-0.2985389177199321
-0.9960258076795973,-1.4101582996398414,-0.29849729201921216
-0.9810462342318471,-1.4235599353130457,-0.2984545566117706
-0.9659413535930038,-1.4368283779803728,-0.29841067468060406
-0.9507124293476984,-1.4499620359717413,-0.2983656176254536
-0.9353607404413239,-1.462959328836994,-0.2983193650628055
-0.9198875811801013,-1.4758186873458434,-0.29827190482589117
-0.9042942612309269,-1.4885385534880002,-0.29822323296468656
-0.8885821056215478,-1.5011173804730271,-0.29817335374591325
-0.8727524547404071,-1.5135536327304668,-0.2981222796530371
-0.8568066643367102,-1.5258457859097847,-0.2980700313862694
-0.840746105520493,-1.5379923268803197,-0.2980166378625663
-0.8245721647624634,-1.5499917537314045,-0.29796213621562884
-0.8082862438941834,-1.561842575772229,-0.2979065717959032
-0.7918897601079083,-1.5735433135319576,-0.2978499981705804
-0.775384145956656,-1.5850924987596802,-0.2977924771235964
-0.7587708493542775,-1.5964886744243616,-0.29773407865563234
-0.7420513335753156,-1.6077303947149415,-0.2976748809841142
-0.7252270772550757,-1.618816225040282,-0.2976149705432129
-0.7082995444136811,-1.6297447646559386,-0.2975542149173189
-0.6912701991541206,-1.6405146241495037,-0.2974923130501261
-0.6741405521951858,-1.6511243963028828,-0.29742918689301434
-0.6569121264153643,-1.661572689445172,-0.2973647624928303
-0.6395864567271325,-1.6718581275599609,-0.2972989691087302
-0.6221650900770291,-1.6819793502852913,-0.2972317392121812
-0.6046495854454828,-1.6919350129137574,-0.29716300848695987
-0.5870415138470103,-1.701723786392392,-0.2970927158291535
-0.5693424583300424,-1.7113443573227662,-0.2970208033471589
-0.5515540139769983,-1.7207954279609448,-0.2969472163616834
-0.5336777879043619,-1.7300757162174472,-0.29687190340574454
-0.515715399262504,-1.739183955657342,-0.2967948162246696
-0.4976684792358863,-1.7481188955001414,-0.2967159097760963
-0.4795386710428827,-1.7568793006198906,-0.29663514222997245
-0.4613276299358554,-1.7654639515451291,-0.2965524749685557
-0.4430370232012329,-1.7738716444588558,-0.2964678725864144
-0.4246685301593287,-1.7821011911986138,-0.29638130289042625
-0.40622384216454943,-1.7901514192563923,-0.2962927368997799
-0.3877046626052118,-1.7980211717787125,-0.29620214884597357
-0.3691127069036212,-1.8057093075665887,-0.2961095161728156
-0.3504497025161507,-1.8132147010754993,-0.296014819536425
-0.3317173889330567,-1.8205362424154594,-0.29591804280523004
-0.3129175176786902,-1.8276728373509386,-0.2958191730599701
-0.2940518523113114,-1.8346234073009322,-0.2957182005936939
-0.2751221684231685,-1.84138688933893,-0.2956151189117605
-0.25613025364057945,-1.847962236192889,-0.2955099247318395
-0.23707790301772963,-1.854348419467138,-0.29540259763770726
-0.21796686182450573,-1.8605444652665455,-0.29529283236475823
-0.19879892946679914,-1.8665493765766725,-0.2951804853483847
-0.17957593457223722,-1.8723621595310118,-0.29506549977894014
-0.16029971318958858,-1.8779818398785575,-0.2949478138331708
-0.1409721087885716,-1.8834074629838609,-0.29482736067421494
-0.12159497226007346,-1.8886380938269685,-0.2947040684516037
-0.10217016191595817,-1.8936728170034751,-0.2945778603012604
-0.08269954348914858,-1.8985107367244998,-0.2944486543455007
-0.0631849901337098,-1.9031509768166672,-0.2943163636930334
-0.04362838242465525,-1.9075926807221544,-0.29418089643895884
-0.02403160835816855,-1.9118350114986382,-0.2940421556647709
-0.004396563351409103,-1.91587715181934,-0.2939000394383551
0.01527484975740461,-1.9197183039730061,-0.29375444081398944
0.03498072070891138,-1.9233576898638922,-0.29360524783234515
0.054719131822802275,-1.9267945510117994,-0.293452343520485
0.07448815799759774,-1.930028148552036,-0.29329560589186515
0.09428586671084245,-1.9330577632354504,-0.29313490794633357
0.11411031801902265,-1.935882695428415,-0.29297011767013054
0.13395956455748081,-1.9385022651128159,-0.2928010980358898
0.15383165154058462,-1.9409158118860772,-0.29262770700263663
0.17372461676164272,-1.9431226949611473,-0.2924497975157888
0.19363649059281973,-1.9451222931664909,-0.2922672175071575
0.21356529598533464,-1.9469140049461109,-0.2920798098949452
0.23350904846923368,-1.9484972483595242,-0.29188741258374784
0.2534657561535889,-1.9498714610817809,-0.29168985846455314
0.27343341972641316,-1.9510361004034569,-0.29148697541474133
0.29341003245457536,-1.9519906432306475,-0.29127858629808584
0.3133935801839988,-1.95273458608498,-0.2910645089647515
0.3333820413394336,-1.9532674451036032,-0.2908445562512968
0.3533733872257205,-1.9535887562450112,-0.2906185343958639
0.37336571446888306,-1.9536981631681487,-0.2903855699555585
0.39335707284829774,-1.9535952924586595,-0.2901450805779264
0.4133453919358578,-1.9532797108437319,-0.2898970952671956
0.43332859971530396,-1.9527510084589879,-0.28964161038949215
0.45330462258242243,-1.9520087988484787,-0.2893785896728374
0.47327138534496055,-1.951052718964688,-0.2891079642071491
0.4932268112225412,-1.9498824291685337,-0.2888296324442427
0.5131688218468611,-1.9484976132293605,-0.2885434601978287
0.5330953372614649,-1.9468979783249518,-0.2882492806435155
0.5530042759219425,-1.9450832550415167,-0.287946894318807
0.5728935546958448,-1.943053197373696,-0.28763606912310324
