x,y,z
-1.603118200232039,-0.5000086634154589,-0.29986415256083915
-1.596665707092645,-0.5181263753770224,-0.2998253779797889
-1.5900565314345858,-0.5362055039748549,-0.2997777205776419
-1.5832923455423997,-0.5542467416339834,-0.29973094300537806
-1.5763711818775556,-0.5722450392187777,-0.29968264126961974
-1.569287090042827,-0.5901947793968442,-0.2996320384842609
-1.5620401797636538,-0.6080964513852727,-0.29958125019248383
-1.554628386341362,-0.6259487276532378,-0.299527213283189
-1.5470478513648098,-0.6437596171650942,-0.29947096358773595
-1.5392998799708164,-0.6615252476354752,-0.2994138266118549
-1.531386655424491,-0.679250251135358,-0.2993615580119328
-1.5233042103266556,-0.6969329947476526,-0.2993169943134115
-1.5150547293716645,-0.7145739541326708,-0.2992832650613585
-1.5066333732570774,-0.7321687507758392,-0.2992600206845427
-1.4980411141186192,-0.7497181853447279,-0.29924956811859793
-1.4892759823719812,-0.7672215067101902,-0.2992514740504067
-1.4803402274746502,-0.7846791294477435,-0.29926929344798076
-1.4712341292014335,-0.8020880130366294,-0.29930252297167476
-1.4619598412298642,-0.8194458414832038,-0.29935103803727314
-1.452515806021816,-0.8367462245692001,-0.2994110137700115
-1.442904282914907,-0.8539836136071477,-0.29947784380496806
-1.4331237170819864,-0.8711515290506948,-0.29954607530152155
-1.423176163867614,-0.8882425100215229,-0.29960928872952197
-1.413060336794491,-0.9052486343613153,-0.29966043078848176
-1.402775686151693,-0.9221621971674397,-0.2996919008702321
-1.3923196200991752,-0.9389742989698595,-0.29969627833859624
-1.3816899965839715,-0.9556776863350823,-0.2996667261001771
-1.370884897478978,-0.9722646217006095,-0.29959878644967636
-1.3599058906179096,-0.988729864856474,-0.2994907512331231
-1.3487542464465267,-1.0050698615093423,-0.29934628257483753
-1.337436653201094,-1.0212843428898892,-0.29917348787747045
-1.3259602627368552,-1.0373761583362886,-0.2989853711452625
-1.314334377924612,-1.053352461527106,-0.29879824460306126
-1.3025691206509706,-1.0692235972283024,-0.29862990724974803
-1.2906743067554665,-1.085002849051741,-0.2984979616021667
-1.27865816413769,-1.100705908038924,-0.29841795673620847
-1.2665268182732077,-1.1163482922251977,-0.2984001499055337
-1.254282394411335,-1.1319432488663361,-0.2984482952981439
-1.2419237925032813,-1.1474994481112744,-0.29855716005680555
-1.2294450949805165,-1.1630199915027244,-0.298714125959033
-1.2168373534247112,-1.1785005846761578,-0.29889936937267336
-1.2040895846448478,-1.1939301713795736,-0.29908844623603276
-1.19118976147398,-1.209291563202256,-0.2992547833009341
-1.1781275070132546,-1.2245632171056497,-0.29937328756041637
-1.16489635912066,-1.2397219082656645,-0.2994232939315125
-1.151494907177024,-1.2547463408221071,-0.2993929015279025
-1.1379279264177844,-1.2696203451981194,-0.29928066559562716
-1.1242057482963843,-1.284334696157871,-0.29909656314480604
-1.110342929564414,-1.2988879042217996,-0.2988608583731651
-1.0963554103856694,-1.313286050981245,-0.2986012868140821
-1.0822578790571358,-1.327541217712961,-0.2983492571268177
